Id,UnimodId,Name,Description,Composition,AvgMass,MonoMass,Site,Position,Classification,SpecGroup,NeutralLoss,LastModified,Approved,Hidden
Propiophenone:K,1310,Propiophenone,Propiophenone,H(8) C(9) O,132.1592,132.057515,K,Anywhere,Chemical derivative,2,FALSE,2011-12-09 13:50:44,FALSE,TRUE
Propiophenone:R,1310,Propiophenone,Propiophenone,H(8) C(9) O,132.1592,132.057515,R,Anywhere,Chemical derivative,3,FALSE,2011-12-09 13:50:44,FALSE,TRUE
Propiophenone:S,1310,Propiophenone,Propiophenone,H(8) C(9) O,132.1592,132.057515,S,Anywhere,Chemical derivative,4,FALSE,2011-12-09 13:50:44,FALSE,TRUE
Propiophenone:T,1310,Propiophenone,Propiophenone,H(8) C(9) O,132.1592,132.057515,T,Anywhere,Chemical derivative,5,FALSE,2011-12-09 13:50:44,FALSE,TRUE
Propiophenone:W,1310,Propiophenone,Propiophenone,H(8) C(9) O,132.1592,132.057515,W,Anywhere,Chemical derivative,6,FALSE,2011-12-09 13:50:44,FALSE,TRUE
Propiophenone:C,1310,Propiophenone,Propiophenone,H(8) C(9) O,132.1592,132.057515,C,Anywhere,Chemical derivative,7,FALSE,2011-12-09 13:50:44,FALSE,TRUE
PS_Hapten:C,1345,PS_Hapten,reaction with phenyl salicylate (PS),H(4) C(7) O(2),120.1055,120.021129,C,Anywhere,Chemical derivative,1,FALSE,2012-08-03 09:20:17,FALSE,TRUE
PS_Hapten:H,1345,PS_Hapten,reaction with phenyl salicylate (PS),H(4) C(7) O(2),120.1055,120.021129,H,Anywhere,Chemical derivative,2,FALSE,2012-08-03 09:20:17,FALSE,TRUE
PS_Hapten:K,1345,PS_Hapten,reaction with phenyl salicylate (PS),H(4) C(7) O(2),120.1055,120.021129,K,Anywhere,Chemical derivative,3,FALSE,2012-08-03 09:20:17,FALSE,TRUE
Cy3-maleimide:C,1348,Cy3-maleimide,Cy3 Maleimide mono-Reactive dye,H(45) C(37) N(4) O(9) S(2),753.9046,753.262796,C,Anywhere,Chemical derivative,1,FALSE,2015-01-02 09:46:35,FALSE,TRUE
Delta:H(6)C(3)O(1):C,1312,Delta:H(6)C(3)O(1),Reduced acrolein addition +58,H(6) C(3) O,58.0791,58.041865,C,Anywhere,Chemical derivative,1,FALSE,2011-12-16 15:11:34,FALSE,TRUE
Delta:H(6)C(3)O(1):H,1312,Delta:H(6)C(3)O(1),Reduced acrolein addition +58,H(6) C(3) O,58.0791,58.041865,H,Anywhere,Chemical derivative,2,FALSE,2011-12-16 15:11:34,FALSE,TRUE
Delta:H(6)C(3)O(1):K,1312,Delta:H(6)C(3)O(1),Reduced acrolein addition +58,H(6) C(3) O,58.0791,58.041865,K,Anywhere,Chemical derivative,3,FALSE,2011-12-16 15:11:34,FALSE,TRUE
Delta:H(6)C(3)O(1):P-N-term,1312,Delta:H(6)C(3)O(1),Reduced acrolein addition +58,H(6) C(3) O,58.0791,58.041865,N-term,Protein N-term,Chemical derivative,4,FALSE,2011-12-16 15:11:34,FALSE,TRUE
Delta:H(8)C(6)O(1):K,1313,Delta:H(8)C(6)O(1),Reduced acrolein addition +96,H(8) C(6) O,96.1271,96.057515,K,Anywhere,Chemical derivative,1,FALSE,2015-10-12 16:16:13,FALSE,TRUE
Delta:H(8)C(6)O(1):P-N-term,1313,Delta:H(8)C(6)O(1),Reduced acrolein addition +96,H(8) C(6) O,96.1271,96.057515,N-term,Protein N-term,Chemical derivative,2,FALSE,2015-10-12 16:16:13,FALSE,TRUE
biotinAcrolein298:C,1314,biotinAcrolein298,biotin hydrazide labeled acrolein addition +298,H(22) C(13) N(4) O(2) S,298.4044,298.146347,C,Anywhere,Chemical derivative,1,FALSE,2011-12-16 15:19:54,FALSE,TRUE
biotinAcrolein298:H,1314,biotinAcrolein298,biotin hydrazide labeled acrolein addition +298,H(22) C(13) N(4) O(2) S,298.4044,298.146347,H,Anywhere,Chemical derivative,2,FALSE,2011-12-16 15:19:54,FALSE,TRUE
biotinAcrolein298:K,1314,biotinAcrolein298,biotin hydrazide labeled acrolein addition +298,H(22) C(13) N(4) O(2) S,298.4044,298.146347,K,Anywhere,Chemical derivative,3,FALSE,2011-12-16 15:19:54,FALSE,TRUE
biotinAcrolein298:P-N-term,1314,biotinAcrolein298,biotin hydrazide labeled acrolein addition +298,H(22) C(13) N(4) O(2) S,298.4044,298.146347,N-term,Protein N-term,Chemical derivative,4,FALSE,2011-12-16 15:19:54,FALSE,TRUE
MM-diphenylpentanone:C,1315,MM-diphenylpentanone,"3-methyl-5-(methylamino)-1,3-diphenylpentan-1-one",H(19) C(18) N O,265.3496,265.146664,C,Anywhere,Chemical derivative,1,FALSE,2011-12-21 21:29:00,FALSE,TRUE
EHD-diphenylpentanone:C,1317,EHD-diphenylpentanone,"2-ethyl-3-hydroxy-1,3-diphenylpentan-1-one",H(18) C(18) O(2),266.3343,266.13068,C,Anywhere,Chemical derivative,1,FALSE,2012-01-13 15:41:26,FALSE,TRUE
EHD-diphenylpentanone:M,1317,EHD-diphenylpentanone,"2-ethyl-3-hydroxy-1,3-diphenylpentan-1-one",H(18) C(18) O(2),266.3343,266.13068,M,Anywhere,Chemical derivative,2,FALSE,2012-01-13 15:41:26,FALSE,TRUE
benzylguanidine:K,1349,benzylguanidine,modification of the lysine side chain from NH2 to guanidine with a H removed in favor of a benzyl group,H(8) C(8) N(2),132.1625,132.068748,K,Anywhere,Chemical derivative,1,FALSE,2012-09-07 15:15:29,FALSE,TRUE
CarboxymethylDMAP:N-term,1350,CarboxymethylDMAP,A fixed +1 charge tag attached to the N-terminus of peptides,H(10) C(9) N(2) O,162.1885,162.079313,N-term,Any N-term,Chemical derivative,1,FALSE,2012-09-07 15:19:24,FALSE,TRUE
Biotin:Thermo-21901+2H2O:C,1320,Biotin:Thermo-21901+2H2O,Maleimide-Biotin + 2Water,H(39) C(23) N(5) O(9) S,561.6489,561.246849,C,Anywhere,Chemical derivative,1,FALSE,2012-01-27 12:51:55,FALSE,TRUE
DiLeu4plex115:K,1321,DiLeu4plex115,Accurate mass for DiLeu 115 isobaric tag,H(15) C(7) 13C 15N 18O,145.1966,145.12,K,Anywhere,Isotopic label,1,FALSE,2012-02-15 12:05:08,FALSE,TRUE
DiLeu4plex115:N-term,1321,DiLeu4plex115,Accurate mass for DiLeu 115 isobaric tag,H(15) C(7) 13C 15N 18O,145.1966,145.12,N-term,Any N-term,Isotopic label,2,FALSE,2012-02-15 12:05:08,FALSE,TRUE
DiLeu4plex115:Y,1321,DiLeu4plex115,Accurate mass for DiLeu 115 isobaric tag,H(15) C(7) 13C 15N 18O,145.1966,145.12,Y,Anywhere,Isotopic label,3,FALSE,2012-02-15 12:05:08,FALSE,TRUE
DiLeu4plex:K,1322,DiLeu4plex,Accurate mass for DiLeu 116 isobaric tag,H(13) 2H(2) C(8) N 18O,145.2229,145.132163,K,Anywhere,Isotopic label,1,FALSE,2016-09-22 15:14:06,FALSE,TRUE
DiLeu4plex:N-term,1322,DiLeu4plex,Accurate mass for DiLeu 116 isobaric tag,H(13) 2H(2) C(8) N 18O,145.2229,145.132163,N-term,Any N-term,Isotopic label,2,FALSE,2016-09-22 15:14:06,FALSE,TRUE
DiLeu4plex:Y,1322,DiLeu4plex,Accurate mass for DiLeu 116 isobaric tag,H(13) 2H(2) C(8) N 18O,145.2229,145.132163,Y,Anywhere,Isotopic label,3,FALSE,2016-09-22 15:14:06,FALSE,TRUE
DiLeu4plex117:K,1323,DiLeu4plex117,Accurate mass for DiLeu 117 isobaric tag,H(13) 2H(2) C(7) 13C 15N O,145.2092,145.128307,K,Anywhere,Isotopic label,1,FALSE,2012-02-15 12:06:10,FALSE,TRUE
DiLeu4plex117:N-term,1323,DiLeu4plex117,Accurate mass for DiLeu 117 isobaric tag,H(13) 2H(2) C(7) 13C 15N O,145.2092,145.128307,N-term,Any N-term,Isotopic label,2,FALSE,2012-02-15 12:06:10,FALSE,TRUE
DiLeu4plex117:Y,1323,DiLeu4plex117,Accurate mass for DiLeu 117 isobaric tag,H(13) 2H(2) C(7) 13C 15N O,145.2092,145.128307,Y,Anywhere,Isotopic label,3,FALSE,2012-02-15 12:06:10,FALSE,TRUE
DiLeu4plex118:K,1324,DiLeu4plex118,Accurate mass for DiLeu 118 isobaric tag,H(11) 2H(4) C(8) N O,145.2354,145.140471,K,Anywhere,Isotopic label,1,FALSE,2012-02-15 12:06:30,FALSE,TRUE
DiLeu4plex118:N-term,1324,DiLeu4plex118,Accurate mass for DiLeu 118 isobaric tag,H(11) 2H(4) C(8) N O,145.2354,145.140471,N-term,Any N-term,Isotopic label,2,FALSE,2012-02-15 12:06:30,FALSE,TRUE
DiLeu4plex118:Y,1324,DiLeu4plex118,Accurate mass for DiLeu 118 isobaric tag,H(11) 2H(4) C(8) N O,145.2354,145.140471,Y,Anywhere,Isotopic label,3,FALSE,2012-02-15 12:06:30,FALSE,TRUE
Xlink:BuUrBu[213]:K,1887,Xlink:BuUrBu[213],Ammonia quenched monolink of BuUrBu crosslinker,H(15) C(9) N(3) O(3),213.2337,213.111341,K,Anywhere,Chemical derivative,1,FALSE,2017-09-01 14:46:01,FALSE,TRUE
Xlink:BuUrBu[213]:P-N-term,1887,Xlink:BuUrBu[213],Ammonia quenched monolink of BuUrBu crosslinker,H(15) C(9) N(3) O(3),213.2337,213.111341,N-term,Protein N-term,Chemical derivative,2,FALSE,2017-09-01 14:46:01,FALSE,TRUE
bisANS-sulfonates:K,1330,bisANS-sulfonates,BisANS with loss of both sulfonates,H(25) C(32) N(2),437.5543,437.201774,K,Anywhere,Chemical derivative,1,FALSE,2012-05-29 12:07:22,FALSE,TRUE
bisANS-sulfonates:S,1330,bisANS-sulfonates,BisANS with loss of both sulfonates,H(25) C(32) N(2),437.5543,437.201774,S,Anywhere,Chemical derivative,2,FALSE,2012-05-29 12:07:22,FALSE,TRUE
bisANS-sulfonates:T,1330,bisANS-sulfonates,BisANS with loss of both sulfonates,H(25) C(32) N(2),437.5543,437.201774,T,Anywhere,Chemical derivative,3,FALSE,2012-05-29 12:07:22,FALSE,TRUE
DNCB_hapten:C,1331,DNCB_hapten,"Chemical reaction with 2,4-dinitro-1-chloro benzene (DNCB)",H(2) C(6) N(2) O(4),166.0911,166.001457,C,Anywhere,Chemical derivative,1,FALSE,2012-08-03 09:19:45,FALSE,TRUE
DNCB_hapten:H,1331,DNCB_hapten,"Chemical reaction with 2,4-dinitro-1-chloro benzene (DNCB)",H(2) C(6) N(2) O(4),166.0911,166.001457,H,Anywhere,Chemical derivative,2,FALSE,2012-08-03 09:19:45,FALSE,TRUE
DNCB_hapten:K,1331,DNCB_hapten,"Chemical reaction with 2,4-dinitro-1-chloro benzene (DNCB)",H(2) C(6) N(2) O(4),166.0911,166.001457,K,Anywhere,Chemical derivative,3,FALSE,2012-08-03 09:19:45,FALSE,TRUE
DNCB_hapten:Y,1331,DNCB_hapten,"Chemical reaction with 2,4-dinitro-1-chloro benzene (DNCB)",H(2) C(6) N(2) O(4),166.0911,166.001457,Y,Anywhere,Chemical derivative,4,FALSE,2012-08-03 09:19:45,FALSE,TRUE
NEMsulfur:C,1326,NEMsulfur,N-ethylmaleimideSulfur,H(7) C(6) N O(2) S,157.1903,157.019749,C,Anywhere,Chemical derivative,1,FALSE,2012-03-09 11:26:23,FALSE,TRUE
SulfurDioxide:C,1327,SulfurDioxide,SulfurDioxide,O(2) S,64.0638,63.9619,C,Anywhere,Post-translational,1,FALSE,2012-03-09 11:25:41,FALSE,TRUE
NEMsulfurWater:C,1328,NEMsulfurWater,N-ethylmaleimideSulfurWater,H(9) C(6) N O(3) S,175.2056,175.030314,C,Anywhere,Chemical derivative,1,FALSE,2012-03-09 11:24:53,FALSE,TRUE
HN3_mustard:C,1389,HN3_mustard,Modification by hydroxylated tris-(2-chloroethyl)amine (HN-3),H(13) C(6) N O(2),131.1729,131.094629,C,Anywhere,Post-translational,1,FALSE,2013-09-23 11:42:08,FALSE,TRUE
HN3_mustard:H,1389,HN3_mustard,Modification by hydroxylated tris-(2-chloroethyl)amine (HN-3),H(13) C(6) N O(2),131.1729,131.094629,H,Anywhere,Post-translational,2,FALSE,2013-09-23 11:42:08,FALSE,TRUE
HN3_mustard:K,1389,HN3_mustard,Modification by hydroxylated tris-(2-chloroethyl)amine (HN-3),H(13) C(6) N O(2),131.1729,131.094629,K,Anywhere,Post-translational,3,FALSE,2013-09-23 11:42:08,FALSE,TRUE
3-phosphoglyceryl:K,1387,3-phosphoglyceryl,3-phosphoglyceryl,H(5) C(3) O(6) P,168.042,167.982375,K,Anywhere,Post-translational,1,FALSE,2013-11-01 16:34:45,FALSE,TRUE
HN2_mustard:C,1388,HN2_mustard,Modification by hydroxylated mechloroethamine (HN-2),H(11) C(5) N O,101.1469,101.084064,C,Anywhere,Post-translational,1,FALSE,2013-09-23 11:42:40,FALSE,TRUE
HN2_mustard:H,1388,HN2_mustard,Modification by hydroxylated mechloroethamine (HN-2),H(11) C(5) N O,101.1469,101.084064,H,Anywhere,Post-translational,2,FALSE,2013-09-23 11:42:40,FALSE,TRUE
HN2_mustard:K,1388,HN2_mustard,Modification by hydroxylated mechloroethamine (HN-2),H(11) C(5) N O,101.1469,101.084064,K,Anywhere,Post-translational,3,FALSE,2013-09-23 11:42:40,FALSE,TRUE
NEM:2H(5)+H2O:C,1358,NEM:2H(5)+H2O,D5 N-ethylmaleimide+water on cysteines,H(4) 2H(5) C(6) N O(3),148.1714,148.089627,C,Anywhere,Chemical derivative,1,FALSE,2012-11-02 16:22:34,FALSE,TRUE
Crotonyl:K,1363,Crotonyl,Crotonylation,H(4) C(4) O,68.074,68.026215,K,Anywhere,Post-translational,1,FALSE,2017-10-09 15:45:52,FALSE,TRUE
O-Et-N-diMePhospho:S,1364,O-Et-N-diMePhospho,"O-ethyl, N-dimethyl phosphate",H(10) C(4) N O(2) P,135.1015,135.044916,S,Anywhere,Chemical derivative,1,FALSE,2013-02-07 16:50:38,FALSE,TRUE
N-dimethylphosphate:S,1365,N-dimethylphosphate,N-dimethylphosphate,H(6) C(2) N O(2) P,107.0483,107.013615,S,Anywhere,Chemical derivative,1,FALSE,2013-02-07 16:49:12,FALSE,TRUE
phosphoRibosyl:D,1356,phosphoRibosyl,phosphate-ribosylation,H(9) C(5) O(7) P,212.0945,212.00859,D,Anywhere,Post-translational,1,FALSE,2015-04-29 11:15:49,FALSE,TRUE
phosphoRibosyl:E,1356,phosphoRibosyl,phosphate-ribosylation,H(9) C(5) O(7) P,212.0945,212.00859,E,Anywhere,Post-translational,2,FALSE,2015-04-29 11:15:49,FALSE,TRUE
phosphoRibosyl:R,1356,phosphoRibosyl,phosphate-ribosylation,H(9) C(5) O(7) P,212.0945,212.00859,R,Anywhere,Post-translational,3,FALSE,2015-04-29 11:15:49,FALSE,TRUE
azole:S,1355,azole,Formation of five membered aromatic heterocycle,H(-4) O(-1),-20.0312,-20.026215,S,Anywhere,Post-translational,1,FALSE,2012-09-15 00:33:29,FALSE,TRUE
azole:C,1355,azole,Formation of five membered aromatic heterocycle,H(-4) O(-1),-20.0312,-20.026215,C,Anywhere,Post-translational,2,FALSE,2012-09-15 00:33:29,FALSE,TRUE
Biotin:Thermo-21911:C,1340,Biotin:Thermo-21911,Biotin-PEG11-maleimide,H(71) C(41) N(5) O(16) S,922.0913,921.461652,C,Anywhere,Chemical derivative,1,FALSE,2012-07-14 19:02:40,FALSE,TRUE
iodoTMT:C,1341,iodoTMT,Native iodoacetyl Tandem Mass Tag®,H(28) C(16) N(4) O(3),324.4185,324.216141,C,Anywhere,Chemical derivative,1,FALSE,2015-04-20 16:12:53,FALSE,TRUE
iodoTMT:D,1341,iodoTMT,Native iodoacetyl Tandem Mass Tag®,H(28) C(16) N(4) O(3),324.4185,324.216141,D,Anywhere,Chemical derivative,2,FALSE,2015-04-20 16:12:53,FALSE,TRUE
iodoTMT:E,1341,iodoTMT,Native iodoacetyl Tandem Mass Tag®,H(28) C(16) N(4) O(3),324.4185,324.216141,E,Anywhere,Chemical derivative,3,FALSE,2015-04-20 16:12:53,FALSE,TRUE
iodoTMT:H,1341,iodoTMT,Native iodoacetyl Tandem Mass Tag®,H(28) C(16) N(4) O(3),324.4185,324.216141,H,Anywhere,Chemical derivative,4,FALSE,2015-04-20 16:12:53,FALSE,TRUE
iodoTMT:K,1341,iodoTMT,Native iodoacetyl Tandem Mass Tag®,H(28) C(16) N(4) O(3),324.4185,324.216141,K,Anywhere,Chemical derivative,5,FALSE,2015-04-20 16:12:53,FALSE,TRUE
iodoTMT6plex:C,1342,iodoTMT6plex,Sixplex iodoacetyl Tandem Mass Tag®,H(28) C(12) 13C(4) N(3) 15N O(3),329.3825,329.226595,C,Anywhere,Chemical derivative,1,FALSE,2015-04-20 16:13:35,FALSE,TRUE
iodoTMT6plex:D,1342,iodoTMT6plex,Sixplex iodoacetyl Tandem Mass Tag®,H(28) C(12) 13C(4) N(3) 15N O(3),329.3825,329.226595,D,Anywhere,Chemical derivative,2,FALSE,2015-04-20 16:13:35,FALSE,TRUE
iodoTMT6plex:E,1342,iodoTMT6plex,Sixplex iodoacetyl Tandem Mass Tag®,H(28) C(12) 13C(4) N(3) 15N O(3),329.3825,329.226595,E,Anywhere,Chemical derivative,3,FALSE,2015-04-20 16:13:35,FALSE,TRUE
iodoTMT6plex:H,1342,iodoTMT6plex,Sixplex iodoacetyl Tandem Mass Tag®,H(28) C(12) 13C(4) N(3) 15N O(3),329.3825,329.226595,H,Anywhere,Chemical derivative,4,FALSE,2015-04-20 16:13:35,FALSE,TRUE
iodoTMT6plex:K,1342,iodoTMT6plex,Sixplex iodoacetyl Tandem Mass Tag®,H(28) C(12) 13C(4) N(3) 15N O(3),329.3825,329.226595,K,Anywhere,Chemical derivative,5,FALSE,2015-04-20 16:13:35,FALSE,TRUE
Label:13C(2)15N(2):K,1787,Label:13C(2)15N(2),13C(2) 15N(2),C(-2) 13C(2) N(-2) 15N(2),3.9721,4.00078,K,Anywhere,Isotopic label,1,FALSE,2015-05-24 18:09:48,FALSE,TRUE
Phosphogluconoylation:K,1344,Phosphogluconoylation,Phosphogluconoylation,H(11) C(6) O(9) P,258.1199,258.014069,K,Anywhere,Post-translational,1,FALSE,2013-05-22 10:55:37,FALSE,TRUE
Phosphogluconoylation:N-term,1344,Phosphogluconoylation,Phosphogluconoylation,H(11) C(6) O(9) P,258.1199,258.014069,N-term,Any N-term,Post-translational,2,FALSE,2013-05-22 10:55:37,FALSE,TRUE
Methyl:2H(3)+Acetyl:2H(3):K,1368,Methyl:2H(3)+Acetyl:2H(3),3-fold methylated lysine labelled with Acetyl_heavy,H(-2) 2H(6) C(3) O,62.1002,62.063875,K,Anywhere,Isotopic label,1,FALSE,2013-02-14 16:21:54,FALSE,TRUE
dHex(1)Hex(1):T,1367,dHex(1)Hex(1),Hex1dHex1,dHex Hex,308.2818,308.110732,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:14:17,FALSE,TRUE
dHex(1)Hex(1):S,1367,dHex(1)Hex(1),Hex1dHex1,dHex Hex,308.2818,308.110732,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:14:17,FALSE,TRUE
dHex(1)Hex(1):T:NL,1367,dHex(1)Hex(1),Hex1dHex1,dHex Hex,308.2818,308.110732,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:14:17,FALSE,TRUE
dHex(1)Hex(1):S:NL,1367,dHex(1)Hex(1),Hex1dHex1,dHex Hex,308.2818,308.110732,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:14:17,FALSE,TRUE
methylsulfonylethyl:C,1380,methylsulfonylethyl,reaction with methyl vinyl sulfone,H(6) C(3) O(2) S,106.1435,106.00885,C,Anywhere,Chemical derivative,1,FALSE,2013-05-02 10:13:32,FALSE,TRUE
methylsulfonylethyl:H,1380,methylsulfonylethyl,reaction with methyl vinyl sulfone,H(6) C(3) O(2) S,106.1435,106.00885,H,Anywhere,Chemical derivative,2,FALSE,2013-05-02 10:13:32,FALSE,TRUE
methylsulfonylethyl:K,1380,methylsulfonylethyl,reaction with methyl vinyl sulfone,H(6) C(3) O(2) S,106.1435,106.00885,K,Anywhere,Chemical derivative,3,FALSE,2013-05-02 10:13:32,FALSE,TRUE
Label:2H(3)+Oxidation:M,1370,Label:2H(3)+Oxidation,Oxidised 2H(3) labelled Methionine,H(-3) 2H(3) O,19.0179,19.013745,M,Anywhere,Isotopic label,1,FALSE,2013-02-22 12:39:51,FALSE,TRUE
Trimethyl:2H(9):K,1371,Trimethyl:2H(9),3-fold methylation with deuterated methyl groups,H(-3) 2H(9) C(3),51.1352,51.103441,K,Anywhere,Isotopic label,1,FALSE,2013-02-22 12:37:25,FALSE,TRUE
Trimethyl:2H(9):R,1371,Trimethyl:2H(9),3-fold methylation with deuterated methyl groups,H(-3) 2H(9) C(3),51.1352,51.103441,R,Anywhere,Isotopic label,2,FALSE,2013-02-22 12:37:25,FALSE,TRUE
Acetyl:13C(2):K,1372,Acetyl:13C(2),heavy acetylation,H(2) 13C(2) O,44.022,44.017274,K,Anywhere,Isotopic label,1,FALSE,2013-02-14 17:24:23,FALSE,TRUE
Acetyl:13C(2):P-N-term,1372,Acetyl:13C(2),heavy acetylation,H(2) 13C(2) O,44.022,44.017274,N-term,Protein N-term,Isotopic label,2,FALSE,2013-02-14 17:24:23,FALSE,TRUE
dHex(1)Hex(2):T,1375,dHex(1)Hex(2),Hex2dHex1,dHex Hex(2),470.4224,470.163556,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:18:45,FALSE,TRUE
dHex(1)Hex(2):S,1375,dHex(1)Hex(2),Hex2dHex1,dHex Hex(2),470.4224,470.163556,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:18:45,FALSE,TRUE
dHex(1)Hex(2):T:NL,1375,dHex(1)Hex(2),Hex2dHex1,dHex Hex(2),470.4224,470.163556,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:18:45,FALSE,TRUE
dHex(1)Hex(2):S:NL,1375,dHex(1)Hex(2),Hex2dHex1,dHex Hex(2),470.4224,470.163556,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:18:45,FALSE,TRUE
dHex(1)Hex(3):T,1376,dHex(1)Hex(3),Hex3dHex1,dHex Hex(3),632.563,632.216379,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:24:34,FALSE,TRUE
dHex(1)Hex(3):S,1376,dHex(1)Hex(3),Hex3dHex1,dHex Hex(3),632.563,632.216379,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:24:34,FALSE,TRUE
dHex(1)Hex(3):T:NL,1376,dHex(1)Hex(3),Hex3dHex1,dHex Hex(3),632.563,632.216379,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:24:34,FALSE,TRUE
dHex(1)Hex(3):S:NL,1376,dHex(1)Hex(3),Hex3dHex1,dHex Hex(3),632.563,632.216379,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:24:34,FALSE,TRUE
dHex(1)Hex(4):T,1377,dHex(1)Hex(4),Hex4dHex1,dHex Hex(4),794.7036,794.269203,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:27:50,FALSE,TRUE
dHex(1)Hex(4):S,1377,dHex(1)Hex(4),Hex4dHex1,dHex Hex(4),794.7036,794.269203,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:27:50,FALSE,TRUE
dHex(1)Hex(4):T:NL,1377,dHex(1)Hex(4),Hex4dHex1,dHex Hex(4),794.7036,794.269203,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:27:50,FALSE,TRUE
dHex(1)Hex(4):S:NL,1377,dHex(1)Hex(4),Hex4dHex1,dHex Hex(4),794.7036,794.269203,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:27:50,FALSE,TRUE
dHex(1)Hex(5):T,1378,dHex(1)Hex(5),Hex5dHex1,dHex Hex(5),956.8442,956.322026,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:43:12,FALSE,TRUE
dHex(1)Hex(5):S,1378,dHex(1)Hex(5),Hex5dHex1,dHex Hex(5),956.8442,956.322026,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:43:12,FALSE,TRUE
dHex(1)Hex(5):T:NL,1378,dHex(1)Hex(5),Hex5dHex1,dHex Hex(5),956.8442,956.322026,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:43:12,FALSE,TRUE
dHex(1)Hex(5):S:NL,1378,dHex(1)Hex(5),Hex5dHex1,dHex Hex(5),956.8442,956.322026,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:43:12,FALSE,TRUE
dHex(1)Hex(6):T,1379,dHex(1)Hex(6),Hex6dHex1,dHex Hex(6),1118.9848,1118.37485,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:44:11,FALSE,TRUE
dHex(1)Hex(6):S,1379,dHex(1)Hex(6),Hex6dHex1,dHex Hex(6),1118.9848,1118.37485,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-01 15:44:11,FALSE,TRUE
dHex(1)Hex(6):T:NL,1379,dHex(1)Hex(6),Hex6dHex1,dHex Hex(6),1118.9848,1118.37485,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:44:11,FALSE,TRUE
dHex(1)Hex(6):S:NL,1379,dHex(1)Hex(6),Hex6dHex1,dHex Hex(6),1118.9848,1118.37485,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-01 15:44:11,FALSE,TRUE
ethylsulfonylethyl:C,1381,ethylsulfonylethyl,reaction with ethyl vinyl sulfone,H(8) C(4) O(2) S,120.1701,120.0245,C,Anywhere,Chemical derivative,1,FALSE,2013-04-26 09:25:55,FALSE,TRUE
ethylsulfonylethyl:H,1381,ethylsulfonylethyl,reaction with ethyl vinyl sulfone,H(8) C(4) O(2) S,120.1701,120.0245,H,Anywhere,Chemical derivative,2,FALSE,2013-04-26 09:25:55,FALSE,TRUE
ethylsulfonylethyl:K,1381,ethylsulfonylethyl,reaction with ethyl vinyl sulfone,H(8) C(4) O(2) S,120.1701,120.0245,K,Anywhere,Chemical derivative,3,FALSE,2013-04-26 09:25:55,FALSE,TRUE
phenylsulfonylethyl:C,1382,phenylsulfonylethyl,reaction with phenyl vinyl sulfone,H(8) C(8) O(2) S,168.2129,168.0245,C,Anywhere,Chemical derivative,1,FALSE,2013-04-26 09:25:21,FALSE,TRUE
PyridoxalPhosphateH2:K,1383,PyridoxalPhosphateH2,PLP bound to lysine reduced by sodium borohydride (NaBH4) to create amine linkage,H(10) C(8) N O(5) P,231.1425,231.02966,K,Anywhere,Chemical derivative,1,FALSE,2013-05-03 17:30:38,FALSE,TRUE
Homocysteic_acid:M,1384,Homocysteic_acid,methionine oxidation to homocysteic acid,H(-2) C(-1) O(3),33.9716,33.969094,M,Anywhere,Artefact,1,FALSE,2013-05-31 15:57:56,FALSE,TRUE
Hydroxamic_acid:E,1385,Hydroxamic_acid,Conversion of carboxylic acid to hydroxamic acid,H N,15.0146,15.010899,E,Anywhere,Artefact,1,FALSE,2013-05-31 15:58:22,FALSE,TRUE
Hydroxamic_acid:D,1385,Hydroxamic_acid,Conversion of carboxylic acid to hydroxamic acid,H N,15.0146,15.010899,D,Anywhere,Artefact,1,FALSE,2013-05-31 15:58:22,FALSE,TRUE
Oxidation+NEM:C,1390,Oxidation+NEM,N-ethylmaleimide on cysteine sulfenic acid,H(7) C(6) N O(3),141.1247,141.042593,C,Anywhere,Chemical derivative,1,FALSE,2013-11-01 16:37:00,FALSE,TRUE
